neighborhood,current_cases,lat,long,ds
Long Beach,99,33.7701,-118.1937,2020-03-30
Pasadena,10,34.1561,-118.1319,2020-03-30
Agoura Hills,11,34.1364,-118.7745,2020-03-31
Alhambra,13,34.0953,-118.1270,2020-03-31
Arcadia,10,34.1397,-118.0353,2020-03-31
Azusa,5,34.1336,-117.9076,2020-03-31
Baldwin Park,2,34.0853,-117.9609,2020-03-31
Bell,12,33.9761,-118.1851,2020-03-31
Bell Gardens,4,33.9653,-118.1515,2020-03-31
Bellflower,20,33.8822,-118.1180,2020-03-31
Beverly Hills,35,34.0736,-118.4004,2020-03-31
Burbank,27,34.1808,-118.3090,2020-03-31
Calabasas,13,34.1383,-118.6608,2020-03-31
Carson,39,33.8374,-118.2559,2020-03-31
Cerritos,6,33.8584,-118.0648,2020-03-31
Claremont,2,34.1261,-117.7158,2020-03-31
Compton,16,33.8958,-118.2201,2020-03-31
Covina,7,34.0900,-117.8903,2020-03-31
Culver City,15,34.0211,-118.3965,2020-03-31
Diamond Bar,3,34.0286,-117.8103,2020-03-31
Downey,31,33.9451,-118.1281,2020-03-31
El Monte,4,34.0733,-118.0275,2020-03-31
Gardena,12,33.8938,-118.3080,2020-03-31
Glendale,76,34.1425,-118.2551,2020-03-31
Glendora,7,34.1361,-117.8653,2020-03-31
Hawthorne,19,33.9194,-118.3540,2020-03-31
Hermosa Beach,9,33.8621,-118.4000,2020-03-31
Huntington Park,11,33.9849,-118.2278,2020-03-31
Inglewood,31,33.9610,-118.3554,2020-03-31
La Canada Flintridge,8,34.2091,-118.2001,2020-03-31
La Mirada,8,33.9190,-118.0105,2020-03-31
La Puente,3,34.0200,-117.9495,2020-03-31
La Verne,2,34.1202,-117.7704,2020-03-31
Lakewood,16,33.8536,-118.1340,2020-03-31
Lancaster,31,34.6868,-118.1542,2020-03-31
Lawndale,6,33.8881,-118.3535,2020-03-31
Lynwood,18,33.9293,-118.2139,2020-03-31
Manhattan Beach,40,33.8812,-118.4072,2020-03-31
Maywood,6,33.9885,-118.1874,2020-03-31
Monrovia,5,34.1481,-117.9990,2020-03-31
Montebello,5,34.0095,-118.1054,2020-03-31
Monterey Park,7,34.0625,-118.1228,2020-03-31
Norwalk,21,33.9022,-118.0817,2020-03-31
Palmdale,14,34.5794,-118.1093,2020-03-31
Palos Verdes Estates,14,33.7871,-118.3976,2020-03-31
Paramount,8,33.8895,-118.1598,2020-03-31
Pico Rivera,9,33.9831,-118.0967,2020-03-31
Pomona,10,34.0551,-117.7500,2020-03-31
Rancho Palos Verdes,13,33.7445,-118.3870,2020-03-31
Redondo Beach,39,33.8492,-118.3884,2020-03-31
Rosemead,2,34.0806,-118.0728,2020-03-31
San Dimas,4,34.1067,-117.8067,2020-03-31
San Gabriel,6,34.0968,-118.1057,2020-03-31
Santa Clarita,48,34.3917,-118.5426,2020-03-31
Santa Monica,49,34.0242,-118.4965,2020-03-31
South Gate,19,33.9560,-118.2113,2020-03-31
South Pasadena,6,34.1165,-118.1468,2020-03-31
Temple City,1,34.1072,-118.0579,2020-03-31
Torrance,53,33.8408,-118.3454,2020-03-31
Walnut,3,34.0203,-117.8653,2020-03-31
West Covina,7,34.0686,-117.9390,2020-03-31
West Hollywood,56,34.0907,-118.3860,2020-03-31
Whittier,12,33.9679,-118.0189,2020-03-31
Adams-Normandie,5,34.0343,-118.2993,2020-03-31
Arleta,7,34.2419,-118.4256,2020-03-31
Baldwin Hills,11,34.0047,-118.3415,2020-03-31
Bel Air,11,34.0833,-118.4487,2020-03-31
Beverly Crest,20,34.1024,-118.4163,2020-03-31
Beverlywood,13,34.0409,-118.3919,2020-03-31
Boyle Heights,11,34.0339,-118.2054,2020-03-31
Brentwood,36,34.0519,-118.4731,2020-03-31
Canoga Park,7,34.2011,-118.5981,2020-03-31
Carthay,16,34.0573,-118.3679,2020-03-31
Central,11,34.0833,-118.4487,2020-03-31
Century City,13,34.0556,-118.4179,2020-03-31
Century Palms/Cove,10,33.9461,-118.2732,2020-03-31
Chatsworth,14,34.2506,-118.6148,2020-03-31
Cheviot Hills,6,34.0458,-118.4079,2020-03-31
Country Club Park,5,34.0503,-118.3212,2020-03-31
Crestview,13,34.0458,-118.3816,2020-03-31
Del Rey,16,33.9878,-118.4229,2020-03-31
Downtown,14,34.0422,-118.2488,2020-03-31
Eagle Rock,10,34.1322,-118.2117,2020-03-31
East Hollywood,13,34.0948,-118.2910,2020-03-31
Echo Park,5,34.0782,-118.2606,2020-03-31
El Sereno,3,34.0875,-118.1715,2020-03-31
Encino,30,34.1517,-118.5214,2020-03-31
Exposition Park,7,34.0147,-118.2872,2020-03-31
Florence-Firestone,12,33.9632,-118.2426,2020-03-31
Glassell Park,11,34.1161,-118.2290,2020-03-31
Granada Hills,10,34.2794,-118.5022,2020-03-31
Green Meadows,7,33.9556,-118.2694,2020-03-31
Hancock Park,30,34.0745,-118.3304,2020-03-31
Harbor City,5,33.7900,-118.2978,2020-03-31
Harbor Gateway,9,33.8501,-118.2991,2020-03-31
Harvard Park,4,33.9841,-118.3042,2020-03-31
Highland Park,9,34.1145,-118.1842,2020-03-31
Hollywood,61,34.1016,-118.3337,2020-03-31
Hollywood Hills,29,34.1341,-118.3215,2020-03-31
Hyde Park,7,33.9819,-118.3309,2020-03-31
Koreatown,14,34.0578,-118.3009,2020-03-31
Lake Balboa,11,34.1839,-118.4954,2020-03-31
Lakeview Terrace,5,34.2764,-118.3612,2020-03-31
Lincoln Heights,4,34.0706,-118.2051,2020-03-31
Little Bangladesh,5,34.0691,-118.2956,2020-03-31
Los Feliz,13,34.1124,-118.2851,2020-03-31
Mar Vista,13,34.0037,-118.4690,2020-03-31
Melrose,100,34.0837,-118.3366,2020-03-31
Mid-city,11,34.0429,-118.3344,2020-03-31
Miracle Mile,12,34.0597,-118.3500,2020-03-31
Mission Hills,6,34.2723,-118.4689,2020-03-31
North Hills,9,34.2362,-118.4851,2020-03-31
North Hollywood,39,34.1870,-118.3813,2020-03-31
Northridge,9,34.2379,-118.5302,2020-03-31
Pacific Palisades,22,34.0481,-118.5265,2020-03-31
Pacoima,5,34.2625,-118.4270,2020-03-31
Palms,25,34.0237,-118.4151,2020-03-31
Panorama City,7,34.2247,-118.4498,2020-03-31
Pico-Union,7,34.0446,-118.2770,2020-03-31
Playa Vista,7,33.9728,-118.4276,2020-03-31
Porter Ranch,8,39.4346,-121.0205,2020-03-31
Reseda,20,34.2011,-118.5360,2020-03-31
San Pedro,14,33.7361,-118.2922,2020-03-31
Sherman Oaks,33,34.1500,-118.4489,2020-03-31
Silverlake,20,34.0869,-118.2702,2020-03-31
South Carthay,8,34.0561,-118.3734,2020-03-31
South Park,5,34.0418,-118.2639,2020-03-31
Studio City,18,34.1413,-118.3878,2020-03-31
Sun Valley,8,34.2274,-118.3811,2020-03-31
Sunland,5,34.2660,-118.3114,2020-03-31
Sylmar,25,34.3058,-118.4572,2020-03-31
Tarzana,26,34.1509,-118.5517,2020-03-31
Temple-Beaudry,10,34.0629,-118.2513,2020-03-31
Tujunga,5,34.2633,-118.3027,2020-03-31
University Park,12,34.0315,-118.2797,2020-03-31
Valley Glen,7,34.1838,-118.4172,2020-03-31
Valley Village,21,34.1633,-118.3842,2020-03-31
Van Nuys,13,34.1899,-118.4514,2020-03-31
Venice,18,33.9764,-118.4667,2020-03-31
Vermont Vista,6,33.9465,-118.2826,2020-03-31
Vernon Central,5,34.0043,-118.2570,2020-03-31
Watts,7,33.9386,-118.2380,2020-03-31
West Adams,12,34.0342,-118.3623,2020-03-31
West Hills,10,34.1973,-118.6440,2020-03-31
West Los Angeles,20,34.0399,-118.4422,2020-03-31
West Vernon,13,34.0039,-118.2301,2020-03-31
Westchester,17,33.9597,-118.4006,2020-03-31
Westlake,10,34.1458,-118.8056,2020-03-31
Westwood,28,34.0561,-118.4297,2020-03-31
Wholesale District,10,34.0300,-118.2452,2020-03-31
Wilmington,12,33.7800,-118.2617,2020-03-31
Wilshire Center,8,34.0642,-118.2984,2020-03-31
Winnetka,10,34.2059,-118.5754,2020-03-31
Woodland Hills,25,34.1659,-118.6104,2020-03-31
Altadena,12,34.1902,-118.1313,2020-03-31
Athens-Westmont,11,33.9238,-118.3019,2020-03-31
Castaic,3,34.4889,-118.6229,2020-03-31
East Los Angeles,14,34.0316,-118.1724,2020-03-31
Hacienda Heights,5,33.9931,-117.9687,2020-03-31
Ladera Heights,5,33.9878,-118.3704,2020-03-31
Lennox,8,33.9397,-118.3529,2020-03-31
Marina del Rey,5,33.9803,-118.4517,2020-03-31
Rowland Heights,3,33.9761,-117.9053,2020-03-31
South Whittier,7,33.9608,-118.0417,2020-03-31
West Carson,9,33.8206,-118.2934,2020-03-31
Willowbrook,2,33.9170,-118.2551,2020-03-31
- Under Investigation,309,#N/A,#N/A,2020-03-31
Long Beach,115,33.7701,-118.1937,2020-03-31
Pasadena,25,34.1561,-118.1319,2020-03-31
Agoura Hills,10,34.1364,-118.7745,2020-04-01
Alhambra,13,34.0953,-118.1270,2020-04-01
Arcadia,12,34.1397,-118.0353,2020-04-01
Azusa,7,34.1336,-117.9076,2020-04-01
Baldwin Park,3,34.0853,-117.9609,2020-04-01
Bell,12,33.9761,-118.1851,2020-04-01
Bell Gardens,5,33.9653,-118.1515,2020-04-01
Bellflower,23,33.8822,-118.1180,2020-04-01
Beverly Hills,39,34.0736,-118.4004,2020-04-01
Burbank,39,34.1808,-118.3090,2020-04-01
Calabasas,13,34.1383,-118.6608,2020-04-01
Carson,44,33.8374,-118.2559,2020-04-01
Cerritos,8,33.8584,-118.0648,2020-04-01
Claremont,3,34.1261,-117.7158,2020-04-01
Compton,19,33.8958,-118.2201,2020-04-01
Covina,9,34.0900,-117.8903,2020-04-01
Culver City,17,34.0211,-118.3965,2020-04-01
Diamond Bar,6,34.0286,-117.8103,2020-04-01
Downey,37,33.9451,-118.1281,2020-04-01
El Monte,6,34.0733,-118.0275,2020-04-01
Gardena,14,33.8938,-118.3080,2020-04-01
Glendale,86,34.1425,-118.2551,2020-04-01
Glendora,7,34.1361,-117.8653,2020-04-01
Hawthorne,22,33.9194,-118.3540,2020-04-01
Hermosa Beach,12,33.8621,-118.4000,2020-04-01
Huntington Park,13,33.9849,-118.2278,2020-04-01
Inglewood,37,33.9610,-118.3554,2020-04-01
La Canada Flintridge,8,34.2091,-118.2001,2020-04-01
La Mirada,9,33.9190,-118.0105,2020-04-01
La Puente,6,34.0200,-117.9495,2020-04-01
La Verne,2,34.1202,-117.7704,2020-04-01
Lakewood,18,33.8536,-118.1340,2020-04-01
Lancaster,32,34.6868,-118.1542,2020-04-01
Lawndale,7,33.8881,-118.3535,2020-04-01
Lynwood,20,33.9293,-118.2139,2020-04-01
Manhattan Beach,41,33.8812,-118.4072,2020-04-01
Maywood,8,33.9885,-118.1874,2020-04-01
Monrovia,7,34.1481,-117.9990,2020-04-01
Montebello,7,34.0095,-118.1054,2020-04-01
Monterey Park,9,34.0625,-118.1228,2020-04-01
Norwalk,21,33.9022,-118.0817,2020-04-01
Palmdale,18,34.5794,-118.1093,2020-04-01
Palos Verdes Estates,15,33.7871,-118.3976,2020-04-01
Paramount,10,33.8895,-118.1598,2020-04-01
Pico Rivera,14,33.9831,-118.0967,2020-04-01
Pomona,13,34.0551,-117.7500,2020-04-01
Rancho Palos Verdes,16,33.7445,-118.3870,2020-04-01
Redondo Beach,50,33.8492,-118.3884,2020-04-01
Rosemead,3,34.0806,-118.0728,2020-04-01
San Dimas,5,34.1067,-117.8067,2020-04-01
San Fernando,5,34.2819,-118.4390,2020-04-01
San Gabriel,6,34.0968,-118.1057,2020-04-01
Santa Clarita,50,34.3917,-118.5426,2020-04-01
Santa Monica,53,34.0242,-118.4965,2020-04-01
South Gate,25,33.9560,-118.2113,2020-04-01
South Pasadena,7,34.1165,-118.1468,2020-04-01
Temple City,1,34.1072,-118.0579,2020-04-01
Torrance,63,33.8408,-118.3454,2020-04-01
Walnut,4,34.0203,-117.8653,2020-04-01
West Covina,7,34.0686,-117.9390,2020-04-01
West Hollywood,64,34.0907,-118.3860,2020-04-01
Whittier,15,33.9679,-118.0189,2020-04-01
Adams-Normandie,8,34.0343,-118.2993,2020-04-01
Arleta,7,34.2419,-118.4256,2020-04-01
Baldwin Hills,13,34.0047,-118.3415,2020-04-01
Bel Air,12,34.0833,-118.4487,2020-04-01
Beverly Crest,22,34.1024,-118.4163,2020-04-01
Beverlywood,15,34.0409,-118.3919,2020-04-01
Boyle Heights,15,34.0339,-118.2054,2020-04-01
Brentwood,39,34.0519,-118.4731,2020-04-01
Canoga Park,10,34.2011,-118.5981,2020-04-01
Carthay,17,34.0573,-118.3679,2020-04-01
Central,13,34.0833,-118.4487,2020-04-01
Century City,17,34.0556,-118.4179,2020-04-01
Century Palms/Cove,11,33.9461,-118.2732,2020-04-01
Chatsworth,18,34.2506,-118.6148,2020-04-01
Cheviot Hills,8,34.0458,-118.4079,2020-04-01
Cloverdale/Cochran,5,34.0626,-118.3465,2020-04-01
Country Club Park,8,34.0503,-118.3212,2020-04-01
Crenshaw District,5,34.0158,-118.3453,2020-04-01
Crestview,15,34.0458,-118.3816,2020-04-01
Del Rey,17,33.9878,-118.4229,2020-04-01
Downtown,15,34.0422,-118.2488,2020-04-01
Eagle Rock,11,34.1322,-118.2117,2020-04-01
East Hollywood,12,34.0948,-118.2910,2020-04-01
Echo Park,6,34.0782,-118.2606,2020-04-01
El Sereno,4,34.0875,-118.1715,2020-04-01
Encino,32,34.1517,-118.5214,2020-04-01
Exposition Park,8,34.0147,-118.2872,2020-04-01
Florence-Firestone,14,33.9632,-118.2426,2020-04-01
Glassell Park,16,34.1161,-118.2290,2020-04-01
Granada Hills,14,34.2794,-118.5022,2020-04-01
Green Meadows,8,33.9556,-118.2694,2020-04-01
Hancock Park,33,34.0745,-118.3304,2020-04-01
Harbor City,7,33.7900,-118.2978,2020-04-01
Harbor Gateway,9,33.8501,-118.2991,2020-04-01
Harvard Heights,5,34.0440,-118.3042,2020-04-01
Harvard Park,4,33.9841,-118.3042,2020-04-01
Highland Park,9,34.1145,-118.1842,2020-04-01
Historic Filipinotown,5,34.0703,-118.2680,2020-04-01
Hollywood,67,34.1016,-118.3337,2020-04-01
Hollywood Hills,32,34.1341,-118.3215,2020-04-01
Hyde Park,8,33.9819,-118.3309,2020-04-01
Koreatown,18,34.0578,-118.3009,2020-04-01
Lake Balboa,14,34.1839,-118.4954,2020-04-01
Lakeview Terrace,6,34.2764,-118.3612,2020-04-01
Leimert Park,7,34.0118,-118.3234,2020-04-01
Lincoln Heights,5,34.0706,-118.2051,2020-04-01
Little Bangladesh,8,34.0691,-118.2956,2020-04-01
Los Feliz,14,34.1124,-118.2851,2020-04-01
Mar Vista,18,34.0037,-118.4690,2020-04-01
Marina Peninsula,6,33.9797,-118.4657,2020-04-01
Melrose,104,34.0837,-118.3366,2020-04-01
Mid-city,13,34.0429,-118.3344,2020-04-01
Miracle Mile,12,34.0597,-118.3500,2020-04-01
Mission Hills,6,34.2723,-118.4689,2020-04-01
North Hills,11,34.2362,-118.4851,2020-04-01
North Hollywood,45,34.1870,-118.3813,2020-04-01
Northridge,12,34.2379,-118.5302,2020-04-01
Pacific Palisades,23,34.0481,-118.5265,2020-04-01
Pacoima,7,34.2625,-118.4270,2020-04-01
Palms,27,34.0237,-118.4151,2020-04-01
Panorama City,11,34.2247,-118.4498,2020-04-01
Park La Brea,5,34.0702,-118.3497,2020-04-01
Pico-Union,9,34.0446,-118.2770,2020-04-01
Playa Vista,7,33.9728,-118.4276,2020-04-01
Porter Ranch,8,39.4346,-121.0205,2020-04-01
Reseda,20,34.2011,-118.5360,2020-04-01
San Pedro,14,33.7361,-118.2922,2020-04-01
Sherman Oaks,37,34.1500,-118.4489,2020-04-01
Silverlake,25,34.0869,-118.2702,2020-04-01
South Carthay,9,34.0561,-118.3734,2020-04-01
South Park,11,34.0418,-118.2639,2020-04-01
Studio City,19,34.1413,-118.3878,2020-04-01
Sun Valley,9,34.2274,-118.3811,2020-04-01
Sunland,8,34.2660,-118.3114,2020-04-01
Sylmar,30,34.3058,-118.4572,2020-04-01
Tarzana,29,34.1509,-118.5517,2020-04-01
Temple-Beaudry,11,34.0629,-118.2513,2020-04-01
Tujunga,5,34.2633,-118.3027,2020-04-01
University Park,14,34.0315,-118.2797,2020-04-01
Valley Glen,8,34.1838,-118.4172,2020-04-01
Valley Village,23,34.1633,-118.3842,2020-04-01
Van Nuys,17,34.1899,-118.4514,2020-04-01
Venice,18,33.9764,-118.4667,2020-04-01
Vermont Knolls,5,33.9293,-118.2893,2020-04-01
Vermont Vista,7,33.9465,-118.2826,2020-04-01
Vernon Central,5,34.0043,-118.2570,2020-04-01
Watts,7,33.9386,-118.2380,2020-04-01
West Adams,14,34.0342,-118.3623,2020-04-01
West Hills,10,34.1973,-118.6440,2020-04-01
West Los Angeles,22,34.0399,-118.4422,2020-04-01
West Vernon,15,34.0039,-118.2301,2020-04-01
Westchester,18,33.9597,-118.4006,2020-04-01
Westlake,13,34.1458,-118.8056,2020-04-01
Westwood,26,34.0561,-118.4297,2020-04-01
Wholesale District,10,34.0300,-118.2452,2020-04-01
Wilmington,13,33.7800,-118.2617,2020-04-01
Wilshire Center,12,34.0642,-118.2984,2020-04-01
Winnetka,11,34.2059,-118.5754,2020-04-01
Woodland Hills,29,34.1659,-118.6104,2020-04-01
Altadena,14,34.1902,-118.1313,2020-04-01
Athens-Westmont,13,33.9238,-118.3019,2020-04-01
Castaic,3,34.4889,-118.6229,2020-04-01
East Los Angeles,16,34.0316,-118.1724,2020-04-01
Florence-Firestone,19,33.9632,-118.2426,2020-04-01
Hacienda Heights,8,33.9931,-117.9687,2020-04-01
Ladera Heights,5,33.9878,-118.3704,2020-04-01
Lennox,8,33.9397,-118.3529,2020-04-01
Marina del Rey,5,33.9803,-118.4517,2020-04-01
Rowland Heights,5,33.9761,-117.9053,2020-04-01
South San Gabriel,5,34.0492,-118.0949,2020-04-01
South Whittier,8,33.9608,-118.0417,2020-04-01
View Park/Windsor Hills,7,33.9943,-118.3447,2020-04-01
West Carson,11,33.8206,-118.2934,2020-04-01
West Whittier/Los Nietos,1,33.9760,-118.0691,2020-04-01
Willowbrook,5,33.9170,-118.2551,2020-04-01
- Under Investigation,394,#N/A,#N/A,2020-04-01
Long Beach,133,33.7701,-118.1937,2020-04-01
Pasadena,33,34.1561,-118.1319,2020-04-01
Agoura Hills,14,34.1364,-118.7745,2020-04-02
Alhambra,15,34.0953,-118.1270,2020-04-02
Arcadia,12,34.1397,-118.0353,2020-04-02
Azusa,8,34.1336,-117.9076,2020-04-02
Baldwin Park,5,34.0853,-117.9609,2020-04-02
Bell,14,33.9761,-118.1851,2020-04-02
Bell Gardens,5,33.9653,-118.1515,2020-04-02
Bellflower,24,33.8822,-118.1180,2020-04-02
Beverly Hills,45,34.0736,-118.4004,2020-04-02
Burbank,41,34.1808,-118.3090,2020-04-02
Calabasas,13,34.1383,-118.6608,2020-04-02
Carson,55,33.8374,-118.2559,2020-04-02
Cerritos,10,33.8584,-118.0648,2020-04-02
Claremont,3,34.1261,-117.7158,2020-04-02
Compton,24,33.8958,-118.2201,2020-04-02
Covina,11,34.0900,-117.8903,2020-04-02
Cudahy,9,33.9609,-118.1858,2020-04-02
Culver City,19,34.0211,-118.3965,2020-04-02
Diamond Bar,7,34.0286,-117.8103,2020-04-02
Downey,43,33.9451,-118.1281,2020-04-02
El Monte,7,34.0733,-118.0275,2020-04-02
Gardena,17,33.8938,-118.3080,2020-04-02
Glendale,93,34.1425,-118.2551,2020-04-02
Glendora,7,34.1361,-117.8653,2020-04-02
Hawthorne,26,33.9194,-118.3540,2020-04-02
Hermosa Beach,15,33.8621,-118.4000,2020-04-02
Huntington Park,15,33.9849,-118.2278,2020-04-02
Inglewood,44,33.9610,-118.3554,2020-04-02
La Canada Flintridge,8,34.2091,-118.2001,2020-04-02
La Mirada,11,33.9190,-118.0105,2020-04-02
La Puente,7,34.0200,-117.9495,2020-04-02
La Verne,2,34.1202,-117.7704,2020-04-02
Lakewood,21,33.8536,-118.1340,2020-04-02
Lancaster,33,34.6868,-118.1542,2020-04-02
Lawndale,8,33.8881,-118.3535,2020-04-02
Lynwood,21,33.9293,-118.2139,2020-04-02
Malibu,5,34.0259,-118.7798,2020-04-02
Manhattan Beach,43,33.8812,-118.4072,2020-04-02
Maywood,10,33.9885,-118.1874,2020-04-02
Monrovia,7,34.1481,-117.9990,2020-04-02
Montebello,9,34.0095,-118.1054,2020-04-02
Monterey Park,11,34.0625,-118.1228,2020-04-02
Norwalk,26,33.9022,-118.0817,2020-04-02
Palmdale,20,34.5794,-118.1093,2020-04-02
Palos Verdes Estates,18,33.7871,-118.3976,2020-04-02
Paramount,13,33.8895,-118.1598,2020-04-02
Pico Rivera,15,33.9831,-118.0967,2020-04-02
Pomona,15,34.0551,-117.7500,2020-04-02
Rancho Palos Verdes,20,33.7445,-118.3870,2020-04-02
Redondo Beach,54,33.8492,-118.3884,2020-04-02
Rolling Hills Estates,5,33.7878,-118.3581,2020-04-02
Rosemead,3,34.0806,-118.0728,2020-04-02
San Dimas,6,34.1067,-117.8067,2020-04-02
San Fernando,5,34.2819,-118.4390,2020-04-02
San Gabriel,7,34.0968,-118.1057,2020-04-02
Santa Clarita,65,34.3917,-118.5426,2020-04-02
Santa Monica,56,34.0242,-118.4965,2020-04-02
South Gate,30,33.9560,-118.2113,2020-04-02
South Pasadena,7,34.1165,-118.1468,2020-04-02
Temple City,1,34.1072,-118.0579,2020-04-02
Torrance,69,33.8408,-118.3454,2020-04-02
Walnut,4,34.0203,-117.8653,2020-04-02
West Covina,7,34.0686,-117.9390,2020-04-02
West Hollywood,68,34.0907,-118.3860,2020-04-02
Whittier,16,33.9679,-118.0189,2020-04-02
Adams-Normandie,8,34.0343,-118.2993,2020-04-02
Arleta,7,34.2419,-118.4256,2020-04-02
Baldwin Hills,13,34.0047,-118.3415,2020-04-02
Bel Air,12,34.0833,-118.4487,2020-04-02
Beverly Crest,23,34.1024,-118.4163,2020-04-02
Beverlywood,15,34.0409,-118.3919,2020-04-02
Boyle Heights,20,34.0339,-118.2054,2020-04-02
Brentwood,42,34.0519,-118.4731,2020-04-02
Canoga Park,16,34.2011,-118.5981,2020-04-02
Carthay,17,34.0573,-118.3679,2020-04-02
Central,16,34.0833,-118.4487,2020-04-02
Century City,17,34.0556,-118.4179,2020-04-02
Century Palms/Cove,11,33.9461,-118.2732,2020-04-02
Chatsworth,20,34.2506,-118.6148,2020-04-02
Cheviot Hills,9,34.0458,-118.4079,2020-04-02
Cloverdale/Cochran,5,34.0626,-118.3465,2020-04-02
Country Club Park,9,34.0503,-118.3212,2020-04-02
Crenshaw District,7,34.0158,-118.3453,2020-04-02
Crestview,17,34.0458,-118.3816,2020-04-02
Del Rey,20,33.9878,-118.4229,2020-04-02
Downtown,15,34.0422,-118.2488,2020-04-02
Eagle Rock,13,34.1322,-118.2117,2020-04-02
East Hollywood,12,34.0948,-118.2910,2020-04-02
Echo Park,6,34.0782,-118.2606,2020-04-02
El Sereno,9,34.0875,-118.1715,2020-04-02
Encino,33,34.1517,-118.5214,2020-04-02
Exposition Park,13,34.0147,-118.2872,2020-04-02
Florence-Firestone,18,33.9632,-118.2426,2020-04-02
Glassell Park,18,34.1161,-118.2290,2020-04-02
Gramercy Place,5,34.0468,-118.3127,2020-04-02
Granada Hills,19,34.2794,-118.5022,2020-04-02
Green Meadows,8,33.9556,-118.2694,2020-04-02
Hancock Park,34,34.0745,-118.3304,2020-04-02
Harbor City,8,33.7900,-118.2978,2020-04-02
Harbor Gateway,11,33.8501,-118.2991,2020-04-02
Harvard Heights,6,34.0440,-118.3042,2020-04-02
Harvard Park,5,33.9841,-118.3042,2020-04-02
Highland Park,10,34.1145,-118.1842,2020-04-02
Historic Filipinotown,6,34.0703,-118.2680,2020-04-02
Hollywood,71,34.1016,-118.3337,2020-04-02
Hollywood Hills,34,34.1341,-118.3215,2020-04-02
Hyde Park,10,33.9819,-118.3309,2020-04-02
Koreatown,21,34.0578,-118.3009,2020-04-02
Lake Balboa,16,34.1839,-118.4954,2020-04-02
Lakeview Terrace,8,34.2764,-118.3612,2020-04-02
Leimert Park,10,34.0118,-118.3234,2020-04-02
Lincoln Heights,6,34.0706,-118.2051,2020-04-02
Little Bangladesh,9,34.0691,-118.2956,2020-04-02
Los Feliz,16,34.1124,-118.2851,2020-04-02
Mar Vista,21,34.0037,-118.4690,2020-04-02
Marina Peninsula,6,33.9797,-118.4657,2020-04-02
Melrose,113,34.0837,-118.3366,2020-04-02
Mid-city,14,34.0429,-118.3344,2020-04-02
Miracle Mile,12,34.0597,-118.3500,2020-04-02
Mission Hills,6,34.2723,-118.4689,2020-04-02
North Hills,13,34.2362,-118.4851,2020-04-02
North Hollywood,57,34.1870,-118.3813,2020-04-02
Northridge,14,34.2379,-118.5302,2020-04-02
Pacific Palisades,24,34.0481,-118.5265,2020-04-02
Pacoima,8,34.2625,-118.4270,2020-04-02
Palms,28,34.0237,-118.4151,2020-04-02
Panorama City,16,34.2247,-118.4498,2020-04-02
Park La Brea,6,34.0702,-118.3497,2020-04-02
Pico-Union,9,34.0446,-118.2770,2020-04-02
Playa Vista,7,33.9728,-118.4276,2020-04-02
Porter Ranch,12,39.4346,-121.0205,2020-04-02
Reseda,21,34.2011,-118.5360,2020-04-02
San Pedro,19,33.7361,-118.2922,2020-04-02
Shadow Hills,5,34.2575,-118.3550,2020-04-02
Sherman Oaks,43,34.1500,-118.4489,2020-04-02
Silverlake,25,34.0869,-118.2702,2020-04-02
South Carthay,14,34.0561,-118.3734,2020-04-02
South Park,12,34.0418,-118.2639,2020-04-02
Studio City,19,34.1413,-118.3878,2020-04-02
Sun Valley,10,34.2274,-118.3811,2020-04-02
Sunland,9,34.2660,-118.3114,2020-04-02
Sylmar,35,34.3058,-118.4572,2020-04-02
Tarzana,29,34.1509,-118.5517,2020-04-02
Temple-Beaudry,12,34.0629,-118.2513,2020-04-02
Tujunga,5,34.2633,-118.3027,2020-04-02
University Park,15,34.0315,-118.2797,2020-04-02
Valley Glen,11,34.1838,-118.4172,2020-04-02
Valley Village,23,34.1633,-118.3842,2020-04-02
Van Nuys,22,34.1899,-118.4514,2020-04-02
Venice,20,33.9764,-118.4667,2020-04-02
Vermont Knolls,7,33.9293,-118.2893,2020-04-02
Vermont Square,5,34.0037,-118.3002,2020-04-02
Vermont Vista,7,33.9465,-118.2826,2020-04-02
Vernon Central,7,34.0043,-118.2570,2020-04-02
Victoria Park,6,34.0470,-118.3319,2020-04-02
Watts,11,33.9386,-118.2380,2020-04-02
West Adams,15,34.0342,-118.3623,2020-04-02
West Hills,11,34.1973,-118.6440,2020-04-02
West Los Angeles,24,34.0399,-118.4422,2020-04-02
West Vernon,17,34.0039,-118.2301,2020-04-02
Westchester,18,33.9597,-118.4006,2020-04-02
Westlake,20,34.1458,-118.8056,2020-04-02
Westwood,25,34.0561,-118.4297,2020-04-02
Wholesale District,12,34.0300,-118.2452,2020-04-02
Wilmington,13,33.7800,-118.2617,2020-04-02
Wilshire Center,15,34.0642,-118.2984,2020-04-02
Winnetka,15,34.2059,-118.5754,2020-04-02
Woodland Hills,33,34.1659,-118.6104,2020-04-02
Altadena,16,34.1902,-118.1313,2020-04-02
Athens-Westmont,15,33.9238,-118.3019,2020-04-02
Castaic,4,34.4889,-118.6229,2020-04-02
Covina,6,34.0900,-117.8903,2020-04-02
East Los Angeles,23,34.0316,-118.1724,2020-04-02
Florence-Firestone,23,33.9632,-118.2426,2020-04-02
Hacienda Heights,12,33.9931,-117.9687,2020-04-02
Ladera Heights,6,33.9878,-118.3704,2020-04-02
Lennox,9,33.9397,-118.3529,2020-04-02
