,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long
8659,Cheviot Hills,11.0,119.94,2020-04-09,2020-04-06,0.0,34.0458,-118.4079
8660,Chinatown,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0623,-118.2383
8661,Claremont,10.0,27.41,2020-04-09,2020-04-06,4.0,34.1261,-117.7158
8662,Cloverdale/Cochran,10.0,68.71,2020-04-09,2020-04-06,0.0,34.0626,-118.3465
8663,Commerce,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0006,-118.1598
8664,Compton,49.0,49.05,2020-04-09,2020-04-06,13.0,33.8958,-118.2201
8665,Country Club Park,18.0,118.79,2020-04-09,2020-04-06,4.0,34.0503,-118.3212
8666,Covina,45.0,71.35,2020-04-09,2020-04-06,11.0,34.09,-117.8903
8667,Covina (Charter Oak),5.0,38.04,2020-04-09,2020-04-06,0.0,34.0994,-117.8464
8668,Crenshaw District,13.0,94.01,2020-04-09,2020-04-06,4.0,34.0158,-118.3453
8669,Crestview,33.0,290.29,2020-04-09,2020-04-06,4.0,34.0458,-118.3816
8670,Cudahy,19.0,78.04,2020-04-09,2020-04-06,3.0,33.9609,-118.1858
8671,Culver City,30.0,75.25,2020-04-09,2020-04-06,3.0,34.0211,-118.3965
8672,Del Aire,5.0,113.82,2020-04-09,2020-04-06,0.0,33.9161,-118.3695
8673,Del Rey,31.0,103.55,2020-04-09,2020-04-06,4.0,33.9878,-118.4229
8674,Del Sur,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8675,Desert View Highlands,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8676,Diamond Bar,17.0,29.56,2020-04-09,2020-04-06,4.0,34.0286,-117.8103
8677,Downey,89.0,77.89,2020-04-09,2020-04-06,18.0,33.9451,-118.1281
8678,Downtown,24.0,87.25,2020-04-09,2020-04-06,3.0,34.0422,-118.2488
8679,Duarte,5.0,22.71,2020-04-09,2020-04-06,5.0,34.1607,-117.9504
8680,Eagle Rock,33.0,83.36,2020-04-09,2020-04-06,11.0,34.1322,-118.2117
8681,East Covina,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8682,East Hollywood,29.0,99.02,2020-04-09,2020-04-06,11.0,34.0948,-118.291
8683,East La Mirada,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8684,East Lancaster,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8685,East Los Angeles,69.0,55.08,2020-04-09,2020-04-06,18.0,34.0316,-118.1724
8686,East Pasadena,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8687,East Rancho Dominguez,8.0,52.26,2020-04-09,2020-04-06,2.0,33.898070000000004,-118.19535
8688,East Whittier,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8689,Echo Park,9.0,63.13,2020-04-09,2020-04-06,0.0,34.0782,-118.2606
8690,El Camino Village,0.0,0.0,2020-04-09,2020-04-06,0.0,33.8895,-118.3309
8691,El Monte,25.0,21.32,2020-04-09,2020-04-06,4.0,34.0733,-118.0275
8692,El Segundo,9.0,53.62,2020-04-09,2020-04-06,2.0,33.9192,-118.4165
8693,El Sereno,28.0,66.97,2020-04-09,2020-04-06,8.0,34.0875,-118.1715
8694,Elizabeth Lake,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8695,Elysian Park,5.0,87.54,2020-04-09,2020-04-06,0.0,34.0838,-118.2366
8696,Elysian Valley,8.0,78.65,2020-04-09,2020-04-06,8.0,34.0967,-118.2427
8697,Encino,45.0,99.62,2020-04-09,2020-04-06,4.0,34.1517,-118.5214
8698,Exposition,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8699,Exposition Park,40.0,89.05,2020-04-09,2020-04-06,8.0,34.0147,-118.2872
8700,Faircrest Heights,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8701,Figueroa Park Square,7.0,80.27,2020-04-09,2020-04-06,2.0,33.9602,-118.28399999999999
8702,Florence-Firestone,88.0,82.2,2020-04-09,2020-04-06,23.0,33.9632,-118.2426
8703,Franklin Canyon,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8704,Gardena,47.0,76.66,2020-04-09,2020-04-06,17.0,33.8938,-118.30799999999999
8705,Glassell Park,49.0,155.04,2020-04-09,2020-04-06,16.0,34.1161,-118.229
8706,Glendale,194.0,93.95,2020-04-09,2020-04-06,52.0,34.1425,-118.2551
8707,Glendora,18.0,34.11,2020-04-09,2020-04-06,2.0,34.1361,-117.8653
8708,Gramercy Place,8.0,74.32,2020-04-09,2020-04-06,1.0,34.0468,-118.3127
8709,Granada Hills,41.0,70.46,2020-04-09,2020-04-06,12.0,34.2794,-118.5022
8710,Green Meadows,12.0,55.8,2020-04-09,2020-04-06,2.0,33.9556,-118.2694
8711,Hacienda Heights,25.0,44.7,2020-04-09,2020-04-06,6.0,33.9931,-117.9687
8712,Hancock Park,45.0,264.1,2020-04-09,2020-04-06,6.0,34.0745,-118.3304
8713,Harbor City,22.0,75.68,2020-04-09,2020-04-06,2.0,33.79,-118.2978
8714,Harbor Gateway,29.0,66.51,2020-04-09,2020-04-06,8.0,33.8501,-118.2991
8715,Harbor Pines,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8716,Harvard Heights,15.0,83.17,2020-04-09,2020-04-06,6.0,34.044000000000004,-118.3042
8717,Harvard Park,22.0,57.99,2020-04-09,2020-04-06,3.0,33.9841,-118.3042
8718,Hawaiian Gardens,0.0,0.0,2020-04-09,2020-04-06,0.0,33.8314,-118.0728
8719,Hawthorne,62.0,69.83,2020-04-09,2020-04-06,18.0,33.9194,-118.354
8720,Hermosa Beach,17.0,86.43,2020-04-09,2020-04-06,-1.0,33.8621,-118.4
8721,Hi Vista,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8722,Hidden Hills,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8723,Highland Park,27.0,55.8,2020-04-09,2020-04-06,6.0,34.1145,-118.1842
8724,Historic Filipinotown,18.0,129.78,2020-04-09,2020-04-06,9.0,34.0703,-118.26799999999999
8725,Hollywood,109.0,159.7,2020-04-09,2020-04-06,9.0,34.1016,-118.3337
8726,Hollywood Hills,45.0,152.88,2020-04-09,2020-04-06,6.0,34.1341,-118.3215
8727,Huntington Park,38.0,63.88,2020-04-09,2020-04-06,9.0,33.9849,-118.2278
8728,Hyde Park,16.0,56.06,2020-04-09,2020-04-06,2.0,33.9819,-118.3309
8729,Industry,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8730,Inglewood,99.0,87.16,2020-04-09,2020-04-06,21.0,33.961,-118.3554
8731,Irwindale,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8732,Jefferson Park,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0272,-118.3176
8733,Kagel/Lopez Canyons,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8734,Koreatown,43.0,83.18,2020-04-09,2020-04-06,9.0,34.0578,-118.3009
8735,La Canada Flintridge,16.0,77.32,2020-04-09,2020-04-06,2.0,34.2091,-118.2001
8736,La Crescenta-Montrose,10.0,50.5,2020-04-09,2020-04-06,4.0,34.2288,-118.2351
8737,La Habra Heights,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8738,La Mirada,19.0,38.31,2020-04-09,2020-04-06,3.0,33.919000000000004,-118.0105
8739,La Puente,15.0,36.86,2020-04-09,2020-04-06,2.0,34.02,-117.9495
8740,La Rambla,0.0,0.0,2020-04-09,2020-04-06,0.0,33.744119,-118.301353
8741,La Verne,8.0,24.04,2020-04-09,2020-04-06,1.0,34.1202,-117.7704
8742,Ladera Heights,12.0,169.71,2020-04-09,2020-04-06,2.0,33.9878,-118.3704
8743,Lafayette Square,6.0,131.61,2020-04-09,2020-04-06,1.0,34.0431,-118.3319
8744,Lake Balboa,31.0,73.45,2020-04-09,2020-04-06,5.0,34.1839,-118.4954
8745,Lake Hughes,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8746,Lake Los Angeles,0.0,0.0,2020-04-09,2020-04-06,0.0,34.6125,-117.8281
8747,Lake Manor,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8748,Lakeview Terrace,15.0,114.22,2020-04-09,2020-04-06,5.0,34.2764,-118.3612
8749,Lakewood,37.0,46.04,2020-04-09,2020-04-06,5.0,33.8536,-118.134
8750,Lancaster,74.0,45.8,2020-04-09,2020-04-06,13.0,34.6868,-118.1542
8751,Lawndale,22.0,65.45,2020-04-09,2020-04-06,6.0,33.8881,-118.3535
8752,Leimert Park,23.0,150.97,2020-04-09,2020-04-06,5.0,34.0118,-118.3234
8753,Lennox,17.0,75.41,2020-04-09,2020-04-06,1.0,33.9397,-118.3529
8754,Leona Valley,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8755,Lincoln Heights,14.0,42.95,2020-04-09,2020-04-06,2.0,34.0706,-118.2051
8756,Little Armenia,25.0,311.53,2020-04-09,2020-04-06,6.0,34.0981,-118.3005
8757,Little Bangladesh,28.0,98.79,2020-04-09,2020-04-06,10.0,34.0691,-118.2956
8758,Little Tokyo,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0523,-118.2395
8759,Littlerock,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8760,Littlerock/Juniper Hills,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8761,Littlerock/Pearblossom,0.0,0.0,2020-04-09,2020-04-06,0.0,34.5211,-117.9837
8762,Llano,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8763,Lomita,17.0,82.01,2020-04-09,2020-04-06,6.0,33.7922,-118.3151
8764,Longwood,0.0,0.0,2020-04-09,2020-04-06,0.0,34.055296000000006,-118.33941499999999
8765,Los Feliz,20.0,92.56,2020-04-09,2020-04-06,1.0,34.1124,-118.2851
8766,Lynwood,58.0,80.5,2020-04-09,2020-04-06,15.0,33.9293,-118.2139
8767,Malibu,10.0,77.15,2020-04-09,2020-04-06,1.0,34.0259,-118.7798
8768,Manchester Square,0.0,0.0,2020-04-09,2020-04-06,0.0,33.8993,-118.2977
8769,Mandeville Canyon,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8770,Manhattan Beach,52.0,144.45,2020-04-09,2020-04-06,4.0,33.8812,-118.4072
8771,Mar Vista,32.0,75.35,2020-04-09,2020-04-06,6.0,34.0037,-118.469
8772,Marina Peninsula,8.0,183.49,2020-04-09,2020-04-06,1.0,33.9797,-118.4657
8773,Marina del Rey,5.0,53.13,2020-04-09,2020-04-06,0.0,33.9803,-118.4517
8774,Maywood,25.0,89.13,2020-04-09,2020-04-06,8.0,33.9885,-118.1874
8775,Melrose,184.0,236.82,2020-04-09,2020-04-06,37.0,34.0837,-118.3366
8776,Mid-city,22.0,146.37,2020-04-09,2020-04-06,0.0,34.0429,-118.3344
8777,Miracle Mile,18.0,100.08,2020-04-09,2020-04-06,1.0,34.0597,-118.35
8778,Mission Hills,14.0,58.03,2020-04-09,2020-04-06,2.0,34.2723,-118.4689
8779,Monrovia,17.0,128.83,2020-04-09,2020-04-06,0.0,34.1481,-117.999
8780,Montebello,39.0,60.58,2020-04-09,2020-04-06,19.0,34.0095,-118.1054
8781,Monterey Park,28.0,44.97,2020-04-09,2020-04-06,9.0,34.0625,-118.1228
8782,Mt. Washington,12.0,49.7,2020-04-09,2020-04-06,3.0,34.1003,-118.2097
8783,Newhall,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8784,North Hills,37.0,60.09,2020-04-09,2020-04-06,9.0,34.2362,-118.4851
8785,North Hollywood,108.0,71.32,2020-04-09,2020-04-06,18.0,34.187,-118.3813
8786,North Lancaster,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8787,North Whittier,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0396,-117.9991
8788,Northeast San Gabriel,5.0,20.8,2020-04-09,2020-04-06,5.0,34.0961,-118.1058
8789,Northridge,33.0,47.28,2020-04-09,2020-04-06,11.0,34.2379,-118.5302
8790,Norwalk,64.0,59.47,2020-04-09,2020-04-06,14.0,33.9022,-118.0817
8791,Pacific Palisades,31.0,145.6,2020-04-09,2020-04-06,5.0,34.0481,-118.5265
8792,Pacoima,46.0,59.76,2020-04-09,2020-04-06,15.0,34.2625,-118.427
8793,Palisades Highlands,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8794,Palmdale,77.0,48.44,2020-04-09,2020-04-06,31.0,34.5794,-118.1093
8795,Palms,51.0,116.23,2020-04-09,2020-04-06,5.0,34.0237,-118.4151
8796,Palos Verdes Estates,31.0,229.26,2020-04-09,2020-04-06,6.0,33.7871,-118.3976
8797,Palos Verdes Peninsula,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8798,Panorama City,53.0,70.43,2020-04-09,2020-04-06,15.0,34.2247,-118.4498
8799,Paramount,34.0,60.69,2020-04-09,2020-04-06,8.0,33.8895,-118.1598
8800,Park La Brea,9.0,66.27,2020-04-09,2020-04-06,0.0,34.0702,-118.3497
8801,Pearblossom/Llano,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8802,Pellissier Village,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8803,Pico Rivera,49.0,76.22,2020-04-09,2020-04-06,17.0,33.9831,-118.0967
8804,Pico-Union,42.0,100.38,2020-04-09,2020-04-06,18.0,34.0446,-118.277
8805,Placerita Canyon,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8806,Playa Del Rey,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8807,Playa Vista,10.0,91.35,2020-04-09,2020-04-06,0.0,33.9728,-118.4276
8808,Pomona,43.0,27.58,2020-04-09,2020-04-06,13.0,34.0551,-117.75
8809,Porter Ranch,26.0,73.06,2020-04-09,2020-04-06,6.0,39.4346,-121.0205
8810,Quartz Hill,0.0,0.0,2020-04-09,2020-04-06,0.0,34.6453,-118.2181
8811,Rancho Dominguez,5.0,187.9,2020-04-09,2020-04-06,5.0,33.8508,-118.2249
8812,Rancho Palos Verdes,35.0,81.88,2020-04-09,2020-04-06,2.0,33.7445,-118.387
8813,Rancho Park,9.0,137.2,2020-04-09,2020-04-06,1.0,34.0454,-118.4207
8814,Redondo Beach,78.0,113.54,2020-04-09,2020-04-06,11.0,33.8492,-118.3884
8815,Regent Square,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8816,Reseda,57.0,74.4,2020-04-09,2020-04-06,14.0,34.2011,-118.536
8817,Reseda Ranch,6.0,129.42,2020-04-09,2020-04-06,6.0,34.216,-118.5356
8818,Reynier Village,5.0,118.26,2020-04-09,2020-04-06,5.0,34.0368,-118.3856
8819,Rolling Hills,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8820,Rolling Hills Estates,8.0,98.61,2020-04-09,2020-04-06,0.0,33.7878,-118.3581
8821,Roosevelt,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8822,Rosemead,11.0,19.87,2020-04-09,2020-04-06,2.0,34.0806,-118.0728
8823,Rosewood,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8824,Rosewood/East Gardena,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8825,Rosewood/West Rancho Dominguez,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0057,-118.4304
8826,Rowland Heights,12.0,23.52,2020-04-09,2020-04-06,4.0,33.9761,-117.9053
8827,San Clemente Island,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8828,San Dimas,17.0,49.25,2020-04-09,2020-04-06,4.0,34.1067,-117.8067
8829,San Fernando,17.0,69.07,2020-04-09,2020-04-06,5.0,34.2819,-118.439
8830,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8831,San Gabriel,12.0,29.3,2020-04-09,2020-04-06,1.0,34.0968,-118.1057
8832,San Jose Hills,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0592,-117.8426
8833,San Marino,5.0,37.66,2020-04-09,2020-04-06,0.0,34.1214,-118.1065
8834,San Pasqual,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8835,San Pedro,37.0,47.41,2020-04-09,2020-04-06,6.0,33.7361,-118.2922
8836,Sand Canyon,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8837,Santa Catalina Island,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8838,Santa Clarita,126.0,57.16,2020-04-09,2020-04-06,20.0,34.3917,-118.5426
8839,Santa Fe Springs,0.0,0.0,2020-04-09,2020-04-06,0.0,33.9472,-118.0853
8840,Santa Monica,82.0,88.7,2020-04-09,2020-04-06,8.0,34.0242,-118.4965
8841,Santa Monica Mountains,5.0,26.85,2020-04-09,2020-04-06,0.0,34.1203,-118.9318
8842,Saugus,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8843,Saugus/Canyon Country,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8844,Shadow Hills,7.0,157.59,2020-04-09,2020-04-06,2.0,34.2575,-118.355
8845,Sherman Oaks,69.0,79.08,2020-04-09,2020-04-06,12.0,34.15,-118.4489
8846,Sierra Madre,0.0,0.0,2020-04-09,2020-04-06,0.0,34.1617,-118.0528
8847,Signal Hill,0.0,0.0,2020-04-09,2020-04-06,0.0,33.8045,-118.1678
8848,Silverlake,70.0,158.79,2020-04-09,2020-04-06,12.0,34.0869,-118.2702
8849,South Antelope Valley,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8850,South Carthay,20.0,188.77,2020-04-09,2020-04-06,1.0,34.0561,-118.3734
8851,South Edwards,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8852,South El Monte,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0493,-118.0469
8853,South Gate,79.0,80.48,2020-04-09,2020-04-06,21.0,33.955999999999996,-118.2113
8854,South Park,34.0,89.57,2020-04-09,2020-04-06,11.0,34.0418,-118.2639
8855,South Pasadena,12.0,46.06,2020-04-09,2020-04-06,2.0,34.1165,-118.1468
8856,South San Gabriel,7.0,79.11,2020-04-09,2020-04-06,1.0,34.0492,-118.0949
8857,South Whittier,25.0,42.21,2020-04-09,2020-04-06,8.0,33.9608,-118.0417
8858,Southeast Antelope Valley,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8859,St Elmo Village,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0431,-118.34299999999999
8860,Stevenson Ranch,10.0,47.7,2020-04-09,2020-04-06,2.0,34.3873,-118.5802
8861,Studio City,22.0,98.04,2020-04-09,2020-04-06,1.0,34.1413,-118.3878
8862,Sun Valley,28.0,53.35,2020-04-09,2020-04-06,6.0,34.2274,-118.3811
8863,Sun Village,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8864,Sunland,24.0,117.6,2020-04-09,2020-04-06,10.0,34.266,-118.3114
8865,Sunrise Village,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8866,Sycamore Square,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8867,Sylmar,89.0,108.01,2020-04-09,2020-04-06,19.0,34.3058,-118.4572
8868,Tarzana,42.0,136.03,2020-04-09,2020-04-06,5.0,34.1509,-118.5517
8869,Temple City,11.0,30.17,2020-04-09,2020-04-06,0.0,34.1072,-118.0579
8870,Temple-Beaudry,37.0,93.71,2020-04-09,2020-04-06,10.0,34.0629,-118.2513
8871,Thai Town,10.0,101.95,2020-04-09,2020-04-06,5.0,34.1018,-118.3036
8872,Toluca Lake,6.0,68.93,2020-04-09,2020-04-06,0.0,34.1502,-118.355
8873,Toluca Terrace,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8874,Toluca Woods,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8875,Torrance,121.0,81.06,2020-04-09,2020-04-06,29.0,33.8408,-118.3454
8876,Tujunga,15.0,53.94,2020-04-09,2020-04-06,3.0,34.2633,-118.3027
8877,Twin Lakes/Oat Mountain,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8878,Universal City,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8879,University Hills,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8880,University Park,24.0,87.41,2020-04-09,2020-04-06,7.0,34.0315,-118.2797
8881,Val Verde,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8882,Valencia,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8883,Valinda,8.0,34.23,2020-04-09,2020-04-06,1.0,34.0433,-117.9331
8884,Valley Glen,30.0,99.95,2020-04-09,2020-04-06,5.0,34.1838,-118.4172
8885,Valley Village,33.0,133.5,2020-04-09,2020-04-06,3.0,34.1633,-118.3842
8886,Van Nuys,68.0,72.97,2020-04-09,2020-04-06,30.0,34.1899,-118.4514
8887,Venice,31.0,91.49,2020-04-09,2020-04-06,5.0,33.9764,-118.4667
8888,Vermont Knolls,15.0,87.21,2020-04-09,2020-04-06,2.0,33.9293,-118.2893
8889,Vermont Square,13.0,169.78,2020-04-09,2020-04-06,6.0,34.0037,-118.3002
8890,Vermont Vista,20.0,48.56,2020-04-09,2020-04-06,6.0,33.9465,-118.2826
8891,Vernon,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8892,Vernon Central,31.0,59.62,2020-04-09,2020-04-06,9.0,34.0043,-118.257
8893,Victoria Park,15.0,178.59,2020-04-09,2020-04-06,2.0,34.047,-118.3319
8894,View Heights,0.0,0.0,2020-04-09,2020-04-06,0.0,33.9844,-118.3477
8895,View Park/Windsor Hills,14.0,120.33,2020-04-09,2020-04-06,1.0,33.9943,-118.3447
8896,Walnut,11.0,36.03,2020-04-09,2020-04-06,2.0,34.0203,-117.8653
8897,Walnut Park,17.0,105.31,2020-04-09,2020-04-06,9.0,33.9689,-118.2224
8898,Watts,23.0,53.9,2020-04-09,2020-04-06,7.0,33.9386,-118.238
8899,Wellington Square,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0392,-118.3343
8900,West Adams,32.0,115.82,2020-04-09,2020-04-06,7.0,34.0342,-118.3623
8901,West Antelope Valley,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8902,West Carson,26.0,117.72,2020-04-09,2020-04-06,6.0,33.8206,-118.2934
8903,West Chatsworth,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8904,West Covina,20.0,18.48,2020-04-09,2020-04-06,5.0,34.0686,-117.939
8905,West Hills,21.0,51.79,2020-04-09,2020-04-06,3.0,34.1973,-118.64399999999999
8906,West Hollywood,101.0,273.33,2020-04-09,2020-04-06,15.0,34.0907,-118.38600000000001
8907,West LA,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8908,West Los Angeles,34.0,90.34,2020-04-09,2020-04-06,3.0,34.0399,-118.4422
8909,West Puente Valley,0.0,0.0,2020-04-09,2020-04-06,0.0,34.0561,-117.9685
8910,West Rancho Dominguez,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8911,West Vernon,53.0,98.8,2020-04-09,2020-04-06,20.0,34.0039,-118.2301
8912,West Whittier/Los Nietos,10.0,37.14,2020-04-09,2020-04-06,2.0,33.976,-118.0691
8913,Westchester,30.0,58.14,2020-04-09,2020-04-06,5.0,33.9597,-118.4006
8914,Westfield/Academy Hills,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8915,Westhills,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8916,Westlake,44.0,74.13,2020-04-09,2020-04-06,10.0,34.1458,-118.8056
8917,Westlake Village,5.0,59.81,2020-04-09,2020-04-06,5.0,34.1466,-118.8074
8918,Westwood,33.0,60.99,2020-04-09,2020-04-06,6.0,34.0561,-118.4297
8919,White Fence Farms,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8920,Whittier,40.0,45.75,2020-04-09,2020-04-06,15.0,33.9679,-118.0189
8921,Whittier Narrows,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8922,Wholesale District,16.0,44.29,2020-04-09,2020-04-06,2.0,34.03,-118.2452
8923,Willowbrook,20.0,57.29,2020-04-09,2020-04-06,6.0,33.917,-118.2551
8924,Wilmington,25.0,44.26,2020-04-09,2020-04-06,5.0,33.78,-118.2617
8925,Wilshire Center,38.0,75.74,2020-04-09,2020-04-06,11.0,34.0642,-118.2984
8926,Winnetka,41.0,79.17,2020-04-09,2020-04-06,6.0,34.2059,-118.5754
8927,Wiseburn,0.0,0.0,2020-04-09,2020-04-06,0.0,,
8928,Woodland Hills,60.0,88.16,2020-04-09,2020-04-06,7.0,34.1659,-118.6104
8929,Acton,0.0,0.0,2020-04-08,2020-04-05,0.0,34.47,-118.1967
8930,Adams-Normandie,15.0,182.88,2020-04-08,2020-04-05,2.0,34.0343,-118.2993
8931,Agoura Hills,19.0,90.98,2020-04-08,2020-04-05,1.0,34.1364,-118.7745
8932,Agua Dulce,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8933,Alhambra,26.0,29.98,2020-04-08,2020-04-05,5.0,34.0953,-118.12700000000001
8934,Alsace,5.0,40.18,2020-04-08,2020-04-05,5.0,33.9786,-118.4156
8935,Altadena,31.0,71.07,2020-04-08,2020-04-05,6.0,34.1902,-118.1313
8936,Anaverde,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8937,Angeles National Forest,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8938,Angelino Heights,0.0,0.0,2020-04-08,2020-04-05,0.0,34.0703,-118.2548
8939,Arcadia,17.0,29.44,2020-04-08,2020-04-05,3.0,34.1397,-118.0353
8940,Arleta,20.0,58.19,2020-04-08,2020-04-05,5.0,34.2419,-118.4256
8941,Artesia,0.0,0.0,2020-04-08,2020-04-05,0.0,33.8658,-118.0831
8942,Athens Village,5.0,102.1,2020-04-08,2020-04-05,5.0,33.92,-118.2812
8943,Athens-Westmont,27.0,63.62,2020-04-08,2020-04-05,5.0,33.9238,-118.3019
8944,Atwater Village,9.0,61.37,2020-04-08,2020-04-05,3.0,34.1173,-118.2614
8945,Avalon,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8946,Avocado Heights,0.0,0.0,2020-04-08,2020-04-05,0.0,34.0361,-117.9912
8947,Azusa,14.0,27.98,2020-04-08,2020-04-05,1.0,34.1336,-117.9076
8948,Baldwin Hills,26.0,83.53,2020-04-08,2020-04-05,6.0,34.0047,-118.3415
8949,Baldwin Park,12.0,15.63,2020-04-08,2020-04-05,2.0,34.0853,-117.9609
8950,Bandini Islands,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8951,Bassett,0.0,0.0,2020-04-08,2020-04-05,0.0,34.0758,-118.3678
8952,Bel Air,20.0,237.28,2020-04-08,2020-04-05,2.0,34.0833,-118.4487
8953,Bell,28.0,77.07,2020-04-08,2020-04-05,8.0,33.9761,-118.1851
8954,Bell Gardens,17.0,39.47,2020-04-08,2020-04-05,5.0,33.9653,-118.1515
8955,Bellflower,42.0,54.03,2020-04-08,2020-04-05,10.0,33.88221,-118.118
8956,Beverly Crest,26.0,207.58,2020-04-08,2020-04-05,1.0,34.1024,-118.4163
8957,Beverly Hills,71.0,205.68,2020-04-08,2020-04-05,6.0,34.0736,-118.4004
8958,Beverlywood,19.0,144.23,2020-04-08,2020-04-05,2.0,34.0409,-118.3919
8959,Bouquet Canyon,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8960,Boyle Heights,47.0,54.1,2020-04-08,2020-04-05,10.0,34.0339,-118.2054
8961,Bradbury,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8962,Brentwood,52.0,167.99,2020-04-08,2020-04-05,3.0,34.0519,-118.4731
8963,Brookside,0.0,0.0,2020-04-08,2020-04-05,0.0,,
8964,Burbank,83.0,77.44,2020-04-08,2020-04-05,13.0,34.1808,-118.309
8965,Cadillac-Corning,0.0,0.0,2020-04-08,2020-04-05,0.0,34.040282,-118.38025
8966,Calabasas,20.0,82.23,2020-04-08,2020-04-05,0.0,34.1383,-118.6608
8967,Canoga Park,53.0,81.18,2020-04-08,2020-04-05,21.0,34.2011,-118.5981
